sembrada,cosechada,siniestrada,volumenproduccion,latitud,longitud,altitud,cicloproductivo_Otoño-Invierno,cicloproductivo_Perennes,cicloproductivo_Primavera-Verano,modalidad_Riego,modalidad_Temporal,cultivo_Avena forrajera en verde,cultivo_Frijol,cultivo_Maíz grano,cultivo_Pastos y praderas,cultivo_Tomate rojo (jitomate),K=8 Cluster Labels,rendimiento,cultivo,estado
35012.0,35012.0,0.0,401061.32,24.767219,-107.69676,12.0,1,0,0,1,0,0,0,1,0,0,7,11.45,Maíz grano,Sinaloa
1302.0,1302.0,0.0,108818.4,31.808944,-116.595134,18.0,0,0,1,1,0,0,0,0,0,1,4,83.58,Tomate rojo (jitomate),Baja California
30597.34,30597.34,0.0,361643.68,25.783417,-108.994343,9.0,1,0,0,1,0,0,0,1,0,0,7,11.82,Maíz grano,Sinaloa
30816.0,30816.0,0.0,364810.83,24.808808,-107.393756,57.0,1,0,0,1,0,0,0,1,0,0,7,11.84,Maíz grano,Sinaloa
2331.0,2331.0,0.0,232416.02,24.808808,-107.393756,57.0,1,0,0,1,0,0,0,0,0,1,4,99.71,Tomate rojo (jitomate),Sinaloa
31671.0,31671.0,0.0,362164.21,25.36436,-108.159489,25.0,1,0,0,1,0,0,0,1,0,0,7,11.44,Maíz grano,Sinaloa
28324.64,28254.64,70.0,352335.36,25.565547,-108.471818,21.0,1,0,0,1,0,0,0,1,0,0,7,12.47,Maíz grano,Sinaloa
29862.29,29802.29,60.0,306665.56,25.565547,-108.471818,21.0,1,0,0,1,0,0,0,1,0,0,7,10.29,Maíz grano,Sinaloa
2257.0,2257.0,0.0,237695.13,24.767219,-107.69676,12.0,1,0,0,1,0,0,0,0,0,1,4,105.31,Tomate rojo (jitomate),Sinaloa
28465.0,28465.0,0.0,311949.6,24.808808,-107.393756,57.0,1,0,0,1,0,0,0,1,0,0,7,10.96,Maíz grano,Sinaloa
32070.0,32070.0,0.0,272999.0,20.8175,-102.757222,1785.0,0,0,1,0,1,0,0,1,0,0,7,8.51,Maíz grano,Jalisco
24684.0,24684.0,0.0,264118.8,24.767219,-107.69676,12.0,1,0,0,1,0,0,0,1,0,0,7,10.7,Maíz grano,Sinaloa
27540.0,27540.0,0.0,281820.0,28.406312,-106.866044,2062.0,0,0,1,1,0,0,0,1,0,0,7,10.23,Maíz grano,Chihuahua
106568.0,106418.0,150.0,70413.61,23.631378,-103.641342,2292.0,0,0,1,0,1,0,1,0,0,0,7,0.66,Frijol,Zacatecas
19520.0,19520.0,0.0,234240.0,25.565547,-108.471818,21.0,1,0,0,1,0,0,0,1,0,0,5,12.0,Maíz grano,Sinaloa
18930.0,18930.0,0.0,230946.0,25.783417,-108.994343,9.0,1,0,0,1,0,0,0,1,0,0,5,12.2,Maíz grano,Sinaloa
20375.21,20375.21,0.0,234171.41,23.915404,-106.89271200000002,19.0,1,0,0,1,0,0,0,1,0,0,5,11.49,Maíz grano,Sinaloa
19422.0,19422.0,0.0,203348.34,24.808808,-107.393756,57.0,1,0,0,1,0,0,0,1,0,0,5,10.47,Maíz grano,Sinaloa
621.0,621.0,0.0,52405.0,31.808944,-116.595134,18.0,1,0,0,1,0,0,0,0,0,1,4,84.39,Tomate rojo (jitomate),Baja California
16517.8,16517.8,0.0,201562.13,25.783417,-108.994343,9.0,1,0,0,1,0,0,0,1,0,0,5,12.2,Maíz grano,Sinaloa
20846.0,20846.0,0.0,184306.16,20.290278,-102.541944,1529.0,0,0,1,0,1,0,0,1,0,0,6,8.84,Maíz grano,Jalisco
1239.0,1239.0,0.0,58886.0,23.174895000000006,-102.868229,2180.0,0,0,1,1,0,0,0,0,0,1,4,47.53,Tomate rojo (jitomate),Zacatecas
16553.95,16553.95,0.0,181929.85,25.565547,-108.471818,21.0,1,0,0,1,0,0,0,1,0,0,5,10.99,Maíz grano,Sinaloa
47615.25,47615.25,0.0,1255525.13,15.441134,-92.891606,43.0,0,1,0,0,1,0,0,0,1,0,7,26.37,Pastos y praderas,Chiapas
335.0,335.0,0.0,45710.0,22.617911,-100.399572,1651.0,0,0,1,1,0,0,0,0,0,1,4,136.45,Tomate rojo (jitomate),San Luis Potosí
15655.87,15655.87,0.0,180681.32,25.36436,-108.159489,25.0,1,0,0,1,0,0,0,1,0,0,5,11.54,Maíz grano,Sinaloa
16318.0,16318.0,0.0,174584.0,20.03538,-100.719326,1880.0,0,0,1,1,0,0,0,1,0,0,6,10.7,Maíz grano,Guanajuato
71545.0,71294.0,251.0,46225.37,23.827434,-103.034332,1857.0,0,0,1,0,1,0,1,0,0,0,7,0.65,Frijol,Zacatecas
38193.0,38193.0,0.0,1308492.18,20.318333,-105.323889,600.0,0,1,0,0,1,0,0,0,1,0,7,34.26,Pastos y praderas,Jalisco
35642.0,35642.0,0.0,1218599.98,19.485,-104.643333,280.0,0,1,0,0,1,0,0,0,1,0,7,34.19,Pastos y praderas,Jalisco
42558.0,42558.0,0.0,1220989.02,20.613611,-105.227222,101.0,0,1,0,0,1,0,0,0,1,0,7,28.69,Pastos y praderas,Jalisco
289.5,289.5,0.0,52215.3,23.374425,-100.757897,1637.0,0,0,1,1,0,0,0,0,0,1,4,180.36,Tomate rojo (jitomate),San Luis Potosí
36238.0,36238.0,0.0,1132075.12,19.449722,-104.356944,589.0,0,1,0,0,1,0,0,0,1,0,7,31.24,Pastos y praderas,Jalisco
11880.19,11880.19,0.0,23760.38,25.565547,-108.471818,21.0,1,0,0,1,0,0,1,0,0,0,5,2.0,Frijol,Sinaloa
15713.0,15713.0,0.0,141120.7,20.431795,-101.725044,1770.0,0,0,1,1,0,0,0,1,0,0,6,8.98,Maíz grano,Guanajuato
39180.0,39180.0,0.0,1580913.0,18.081165,-96.118482,21.0,0,1,0,0,1,0,0,0,1,0,7,40.35,Pastos y praderas,Oaxaca
51150.0,51150.0,0.0,734480.46,22.004147,-98.775161,23.0,0,1,0,0,1,0,0,0,1,0,7,14.36,Pastos y praderas,San Luis Potosí
32020.0,32020.0,0.0,1097965.8,19.941389,-105.245278,36.0,0,1,0,0,1,0,0,0,1,0,7,34.29,Pastos y praderas,Jalisco
14896.0,14896.0,0.0,148857.8,29.25076,-107.408872,1842.0,0,0,1,1,0,0,0,1,0,0,5,9.99,Maíz grano,Chihuahua
14935.0,14935.0,0.0,124662.0,20.6225,-103.064167,1530.0,0,0,1,0,1,0,0,1,0,0,6,8.35,Maíz grano,Jalisco
14050.0,14050.0,0.0,122640.0,20.6075,-102.22,2108.0,0,0,1,0,1,0,0,1,0,0,6,8.73,Maíz grano,Jalisco
34097.5,34097.5,0.0,1369014.63,17.031124,-95.446467,541.0,0,1,0,0,1,0,0,0,1,0,7,40.15,Pastos y praderas,Oaxaca
49532.0,49532.0,0.0,36117.18,24.294446,-103.451449,1963.0,0,0,1,0,1,0,1,0,0,0,7,0.73,Frijol,Zacatecas
11543.19,11543.19,0.0,117688.31,25.822372,-108.222046,80.0,1,0,0,1,0,0,0,1,0,0,5,10.2,Maíz grano,Sinaloa
15371.44,15371.44,0.0,117649.62,20.435,-103.928611,1305.0,0,0,1,0,1,0,0,1,0,0,6,7.65,Maíz grano,Jalisco
12250.0,12250.0,0.0,126447.0,29.25076,-107.408872,1842.0,0,0,1,1,0,0,0,1,0,0,5,10.32,Maíz grano,Chihuahua
1429.0,1429.0,0.0,91307.55,23.915404,-106.89271200000002,19.0,1,0,0,1,0,0,0,0,0,1,4,63.9,Tomate rojo (jitomate),Sinaloa
11160.0,11160.0,0.0,118445.54,24.767219,-107.69676,12.0,1,0,0,1,0,0,0,1,0,0,5,10.61,Maíz grano,Sinaloa
7651.37,7651.37,0.0,88135.28,25.822372,-108.222046,80.0,1,0,0,1,0,0,0,1,0,0,5,11.52,Maíz grano,Sinaloa
70172.0,70172.0,0.0,1802016.96,19.719167,-104.605,446.0,0,1,0,0,1,0,0,0,1,0,7,25.68,Pastos y praderas,Jalisco
70948.0,70948.0,0.0,34038.42,23.174895000000006,-102.868229,2180.0,0,0,1,0,1,0,1,0,0,0,7,0.48,Frijol,Zacatecas
32180.0,32180.0,0.0,122799.26,19.745548,-89.845044,89.0,0,0,1,0,1,0,0,1,0,0,7,3.82,Maíz grano,Campeche
13826.0,13826.0,0.0,111990.6,24.023988,-104.670194,1890.0,0,0,1,1,0,0,0,1,0,0,5,8.1,Maíz grano,Durango
30997.0,30997.0,0.0,1274286.67,16.877889,-95.042149,202.0,0,1,0,0,1,0,0,0,1,0,7,41.11,Pastos y praderas,Oaxaca
10568.0,10568.0,0.0,112058.84,24.808808,-107.393756,57.0,1,0,0,1,0,0,0,1,0,0,5,10.6,Maíz grano,Sinaloa
37400.0,37400.0,0.0,1316480.0,17.164002,-95.78231,1209.0,0,1,0,0,1,0,0,0,1,0,7,35.2,Pastos y praderas,Oaxaca
15800.0,15800.0,0.0,99743.5,20.473611,-103.443056,1585.0,0,0,1,0,1,0,0,1,0,0,6,6.31,Maíz grano,Jalisco
12305.0,12305.0,0.0,106925.8,20.548611,-104.043056,1239.0,0,0,1,0,1,0,0,1,0,0,6,8.69,Maíz grano,Jalisco
20550.0,20550.0,0.0,102750.0,19.661043,-100.151945,2740.0,0,0,1,0,1,0,0,1,0,0,6,5.0,Maíz grano,México
10019.44,10019.44,0.0,115604.02,25.456999999999997,-108.0807,49.0,1,0,0,1,0,0,0,1,0,0,5,11.54,Maíz grano,Sinaloa
12080.0,12080.0,0.0,100613.2,20.543611,-102.789167,1550.0,0,0,1,0,1,0,0,1,0,0,6,8.33,Maíz grano,Jalisco
11540.0,11540.0,0.0,99777.0,20.528056,-102.328333,1604.0,0,0,1,0,1,0,0,1,0,0,6,8.65,Maíz grano,Jalisco
10080.0,10080.0,0.0,105698.88,25.481877,-107.921562,90.0,1,0,0,1,0,0,0,1,0,0,5,10.49,Maíz grano,Sinaloa
11349.0,11349.0,0.0,98730.34,20.466389000000003,-102.926111,1559.0,0,0,1,0,1,0,0,1,0,0,6,8.7,Maíz grano,Jalisco
12260.0,12260.0,0.0,101724.0,20.705556,-102.340278,2058.0,0,0,1,0,1,0,0,1,0,0,6,8.3,Maíz grano,Jalisco
400.0,400.0,0.0,48130.0,20.283811,-102.327641,1539.0,0,0,1,1,0,0,0,0,0,1,4,120.33,Tomate rojo (jitomate),Michoacán
260.3,260.3,0.0,38237.16,23.883889,-100.950556,1720.0,0,0,1,1,0,0,0,0,0,1,4,146.9,Tomate rojo (jitomate),San Luis Potosí
63.0,63.0,0.0,44836.0,20.502494,-100.14473,1913.0,0,0,1,1,0,0,0,0,0,1,4,711.68,Tomate rojo (jitomate),Querétaro
9790.0,9790.0,0.0,107690.0,25.565547,-108.471818,21.0,0,0,1,1,0,0,0,1,0,0,5,11.0,Maíz grano,Sinaloa
30607.0,30607.0,0.0,23565.25,29.25076,-107.408872,1842.0,0,0,1,0,1,0,1,0,0,0,6,0.77,Frijol,Chihuahua
10285.0,10285.0,0.0,112589.0,28.406312,-106.866044,2062.0,0,0,1,1,0,0,0,1,0,0,5,10.95,Maíz grano,Chihuahua
8700.0,8700.0,0.0,100050.0,25.822372,-108.222046,80.0,1,0,0,1,0,0,0,1,0,0,5,11.5,Maíz grano,Sinaloa
8714.19,8705.39,8.8,100717.76,26.421599,-108.619966,81.0,1,0,0,1,0,0,0,1,0,0,5,11.57,Maíz grano,Sinaloa
15600.0,15600.0,0.0,100005.0,20.9275,-103.023889,1786.0,0,0,1,0,1,0,0,1,0,0,6,6.41,Maíz grano,Jalisco
179.0,179.0,0.0,19375.0,23.293893,-102.346888,1978.0,0,0,1,1,0,0,0,0,0,1,4,108.24,Tomate rojo (jitomate),Zacatecas
10440.0,10440.0,0.0,89924.4,20.351389,-102.768056,1530.0,0,0,1,0,1,0,0,1,0,0,6,8.61,Maíz grano,Jalisco
240.5,240.5,0.0,34617.7,25.528136,-103.230384,1115.0,0,0,1,1,0,0,0,0,0,1,4,143.94,Tomate rojo (jitomate),Coahuila
206.5,206.5,0.0,32670.1,23.690449,-100.886253,2699.0,0,0,1,1,0,0,0,0,0,1,4,158.21,Tomate rojo (jitomate),San Luis Potosí
90.0,90.0,0.0,47729.7,20.788326,-100.045431,1904.0,1,0,0,1,0,0,0,0,0,1,4,530.33,Tomate rojo (jitomate),Querétaro
8300.0,8300.0,0.0,86152.8,20.290278,-102.541944,1529.0,0,0,1,1,0,0,0,1,0,0,5,10.38,Maíz grano,Jalisco
7852.0,7852.0,0.0,15704.0,25.565547,-108.471818,21.0,1,0,0,1,0,0,1,0,0,0,5,2.0,Frijol,Sinaloa
11102.0,11102.0,0.0,92880.0,23.174895000000006,-102.868229,2180.0,0,0,1,1,0,0,0,1,0,0,5,8.37,Maíz grano,Zacatecas
15432.0,15432.0,0.0,398978.93,17.222609,-100.632378,23.0,0,1,0,0,1,0,0,0,1,0,3,25.85,Pastos y praderas,Guerrero
17860.0,17860.0,0.0,90001.59,19.369293,-99.758552,2612.0,0,0,1,0,1,0,0,1,0,0,6,5.04,Maíz grano,México
83.0,83.0,0.0,31042.0,19.711818,-99.785798,2683.0,0,0,1,1,0,0,0,0,0,1,4,374.0,Tomate rojo (jitomate),México
43270.0,43270.0,0.0,23604.7,24.446433,-104.12366,2002.0,0,0,1,0,1,0,1,0,0,0,7,0.55,Frijol,Durango
6583.58,6583.58,0.0,14154.7,25.565547,-108.471818,21.0,1,0,0,1,0,0,1,0,0,0,5,2.15,Frijol,Sinaloa
23690.0,23690.0,0.0,89028.12,19.745548,-89.845044,89.0,0,0,1,0,1,0,0,1,0,0,6,3.76,Maíz grano,Campeche
22500.0,22500.0,0.0,89631.6,16.235485999999998,-93.267708,561.0,0,0,1,0,1,0,0,1,0,0,6,3.98,Maíz grano,Chiapas
16482.0,16482.0,0.0,73195.0,19.441876,-99.99505,2601.0,0,0,1,0,1,0,0,1,0,0,6,4.44,Maíz grano,México
178347.35,178347.35,0.0,1194921.33,21.143283,-88.151955,19.0,0,1,0,0,1,0,0,0,1,0,7,6.7,Pastos y praderas,Yucatán
18045.0,18045.0,0.0,87211.49,24.060837,-98.374279,70.0,1,0,0,1,0,0,0,1,0,0,5,4.83,Maíz grano,Tamaulipas
872.0,872.0,0.0,71816.0,24.767219,-107.69676,12.0,1,0,0,1,0,0,0,0,0,1,4,82.36,Tomate rojo (jitomate),Sinaloa
13890.0,13890.0,0.0,84320.0,25.980996,-98.090138,28.0,1,0,0,1,0,0,0,1,0,0,5,6.07,Maíz grano,Tamaulipas
17800.0,17800.0,0.0,422750.0,22.212339,-98.377803,61.0,0,1,0,1,0,0,0,0,1,0,7,23.75,Pastos y praderas,San Luis Potosí
20855.0,20852.0,0.0,438127.7,16.685089,-98.404421,323.0,0,1,0,0,1,0,0,0,1,0,7,21.01,Pastos y praderas,Guerrero
38000.0,38000.0,0.0,22656.8,23.994668,-103.019825,1911.0,0,0,1,0,1,0,1,0,0,0,7,0.6,Frijol,Zacatecas
8350.0,8350.0,0.0,71757.5,20.4475,-102.135,1789.0,0,0,1,0,1,0,0,1,0,0,6,8.59,Maíz grano,Jalisco
382.5,382.5,0.0,17436.95,31.808944,-116.595134,18.0,0,0,1,1,0,0,0,0,0,1,4,45.59,Tomate rojo (jitomate),Baja California
396.0,396.0,0.0,25996.0,27.336868,-112.268275,5.0,1,0,0,1,0,0,0,0,0,1,4,65.65,Tomate rojo (jitomate),Baja California Sur
9284.0,9284.0,0.0,73566.6,20.779444,-102.905278,1693.0,0,0,1,0,1,0,0,1,0,0,6,7.92,Maíz grano,Jalisco
12857.0,12857.0,0.0,92698.97,25.879915,-97.504823,9.0,1,0,0,1,0,0,0,1,0,0,5,7.21,Maíz grano,Tamaulipas
165.67,165.67,0.0,27316.81,23.819332,-100.726606,1701.0,0,0,1,1,0,0,0,0,0,1,4,164.89,Tomate rojo (jitomate),San Luis Potosí
13843.0,13843.0,0.0,69667.0,19.569814,-99.769267,2547.0,0,0,1,0,1,0,0,1,0,0,6,5.03,Maíz grano,México
6500.0,6500.0,0.0,76700.0,25.822372,-108.222046,80.0,1,0,0,1,0,0,0,1,0,0,5,11.8,Maíz grano,Sinaloa
136.4,136.4,0.0,24788.01,25.343605,-102.80635,1097.0,0,0,1,1,0,0,0,0,0,1,4,181.73,Tomate rojo (jitomate),Coahuila
10821.6,10821.6,0.0,84874.47,26.233967,-98.590282,39.0,1,0,0,1,0,0,0,1,0,0,5,7.84,Maíz grano,Tamaulipas
291.0,291.0,0.0,21336.0,27.336868,-112.268275,5.0,0,0,1,1,0,0,0,0,0,1,4,73.32,Tomate rojo (jitomate),Baja California Sur
16236.0,16236.0,0.0,73873.8,19.956229,-99.844032,2564.0,0,0,1,0,1,0,0,1,0,0,6,4.55,Maíz grano,México
24500.0,24500.0,0.0,845250.0,17.335828,-95.700692,419.0,0,1,0,0,1,0,0,0,1,0,7,34.5,Pastos y praderas,Oaxaca
7565.0,7565.0,0.0,65611.25,20.381389,-102.924167,1524.0,0,0,1,0,1,0,0,1,0,0,6,8.67,Maíz grano,Jalisco
13202.03,13202.03,0.0,85936.0,25.980996,-98.090138,28.0,1,0,0,1,0,0,0,1,0,0,5,6.51,Maíz grano,Tamaulipas
19812.0,18731.0,1081.0,62561.54,16.861867,-99.886558,19.0,0,0,1,0,1,0,0,1,0,0,6,3.34,Maíz grano,Guerrero
8068.0,8068.0,0.0,71293.24,20.672801,-101.348117,1715.0,0,0,1,1,0,0,0,1,0,0,5,8.84,Maíz grano,Guanajuato
19002.0,19002.0,0.0,74843.89,19.844814000000003,-90.539649,5.0,0,0,1,0,1,0,0,1,0,0,6,3.94,Maíz grano,Campeche
6500.0,6500.0,0.0,74750.0,25.565547,-108.471818,21.0,0,0,1,1,0,0,0,1,0,0,5,11.5,Maíz grano,Sinaloa
24550.0,24550.0,0.0,20168.07,24.290481,-103.39359,1991.0,0,0,1,0,1,0,1,0,0,0,6,0.82,Frijol,Zacatecas
7376.0,7376.0,0.0,71966.2,20.4509,-101.528361,1709.0,0,0,1,1,0,0,0,1,0,0,5,9.76,Maíz grano,Guanajuato
8242.0,8242.0,0.0,72529.6,20.216118,-100.88136,1757.0,0,0,1,1,0,0,0,1,0,0,5,8.8,Maíz grano,Guanajuato
17600.0,17600.0,0.0,72160.0,19.713924,-99.953294,2571.0,0,0,1,0,1,0,0,1,0,0,6,4.1,Maíz grano,México
102.0,102.0,0.0,7175.7,20.6525,-103.702778,1334.0,0,0,1,1,0,0,0,0,0,1,4,70.35,Tomate rojo (jitomate),Jalisco
12170.0,12170.0,0.0,59113.6,20.720556,-103.388333,1575.0,0,0,1,0,1,0,0,1,0,0,6,4.86,Maíz grano,Jalisco
18321.0,18321.0,0.0,716900.0,16.962829,-95.095094,260.0,0,1,0,0,1,0,0,0,1,0,7,39.13,Pastos y praderas,Oaxaca
9869.3,9869.3,0.0,76527.66,26.09235,-98.278129,32.0,1,0,0,1,0,0,0,1,0,0,5,7.75,Maíz grano,Tamaulipas
10950.0,10950.0,0.0,59677.5,19.711818,-99.785798,2683.0,0,0,1,0,1,0,0,1,0,0,6,5.45,Maíz grano,México
155.0,155.0,0.0,29497.05,22.749894,-101.085559,1719.0,0,0,1,1,0,0,0,0,0,1,4,190.3,Tomate rojo (jitomate),San Luis Potosí
6845.0,6845.0,0.0,59519.95,20.294444,-102.709722,1565.0,0,0,1,0,1,0,0,1,0,0,6,8.7,Maíz grano,Jalisco
11580.0,11580.0,0.0,63111.0,19.915911,-100.004081,2390.0,0,0,1,0,1,0,0,1,0,0,6,5.45,Maíz grano,México
5895.0,5895.0,0.0,52524.45,27.411429,-110.241428,10.0,1,0,0,1,0,0,0,1,0,0,5,8.91,Maíz grano,Sonora
23815.0,23815.0,0.0,341030.8,21.714944,-98.585718,39.0,0,1,0,0,1,0,0,0,1,0,7,14.32,Pastos y praderas,San Luis Potosí
5955.0,5955.0,0.0,11910.0,25.783417,-108.994343,9.0,1,0,0,1,0,0,1,0,0,0,5,2.0,Frijol,Sinaloa
25560.0,25560.0,0.0,18488.0,23.57983,-103.247479,2038.0,0,0,1,0,1,0,1,0,0,0,6,0.72,Frijol,Zacatecas
5660.91,5660.91,0.0,65184.79,25.565547,-108.471818,21.0,1,0,0,1,0,0,0,1,0,0,5,11.51,Maíz grano,Sinaloa
20491.0,20491.0,0.0,578051.11,19.603611,-104.434722,366.0,0,1,0,0,1,0,0,0,1,0,7,28.21,Pastos y praderas,Jalisco
38343.0,38143.0,200.0,18439.4,23.293893,-102.346888,1978.0,0,0,1,0,1,0,1,0,0,0,7,0.48,Frijol,Zacatecas
171.0,171.0,0.0,24882.08,19.708611,-103.464167,1519.0,0,0,1,1,0,0,0,0,0,1,4,145.51,Tomate rojo (jitomate),Jalisco
7685.0,7685.0,0.0,59710.1,20.525556,-104.782222,1237.0,0,0,1,0,1,0,0,1,0,0,6,7.77,Maíz grano,Jalisco
6556.0,6556.0,0.0,65282.0,29.843371,-107.471314,1553.0,0,0,1,1,0,0,0,1,0,0,5,9.96,Maíz grano,Chihuahua
294.5,293.5,1.0,30391.93,25.775,-103.273056,1110.0,0,0,1,1,0,0,0,0,0,1,4,103.55,Tomate rojo (jitomate),Coahuila
6151.0,6151.0,0.0,66188.0,20.502494,-100.14473,1913.0,0,0,1,1,0,0,0,1,0,0,5,10.76,Maíz grano,Querétaro
20000.0,20000.0,0.0,275900.0,21.2802,-88.929757,5.0,0,1,0,0,1,0,0,0,1,0,3,13.8,Pastos y praderas,Yucatán
6076.83,6001.83,75.0,61256.67,20.273115,-102.473646,1531.0,0,0,1,1,0,0,0,1,0,0,5,10.21,Maíz grano,Michoacán
16348.0,16348.0,0.0,62557.4,20.176966,-90.134517,14.0,0,0,1,0,1,0,0,1,0,0,6,3.83,Maíz grano,Campeche
14831.63,14831.63,0.0,394640.38,15.282838,-92.689132,31.0,0,1,0,0,1,0,0,0,1,0,3,26.61,Pastos y praderas,Chiapas
8694.2,8694.2,0.0,67317.47,26.316724,-98.835989,50.0,1,0,0,1,0,0,0,1,0,0,5,7.74,Maíz grano,Tamaulipas
12328.5,11994.5,334.0,51652.58,19.952834,-99.532829,2453.0,0,0,1,0,1,0,0,1,0,0,6,4.31,Maíz grano,México
13739.64,13739.64,0.0,62240.57,19.293488,-99.657317,2671.0,0,0,1,0,1,0,0,1,0,0,6,4.53,Maíz grano,México
8580.0,8580.0,0.0,52338.0,19.569814,-99.769267,2547.0,0,0,1,1,0,0,0,1,0,0,5,6.1,Maíz grano,México
10860.0,10860.0,0.0,49420.0,19.373417,-100.149356,2365.0,0,0,1,0,1,0,0,1,0,0,6,4.55,Maíz grano,México
5475.83,5475.83,0.0,60234.13,25.565547,-108.471818,21.0,0,0,1,1,0,0,0,1,0,0,5,11.0,Maíz grano,Sinaloa
5700.0,5700.0,0.0,57360.0,30.413986,-107.912103,1457.0,0,0,1,1,0,0,0,1,0,0,5,10.06,Maíz grano,Chihuahua
10211.0,10211.0,0.0,481448.65,19.941389,-105.245278,36.0,0,1,0,1,0,0,0,0,1,0,3,47.15,Pastos y praderas,Jalisco
34560.0,34560.0,0.0,521856.0,25.705914,-99.239317,137.0,0,1,0,0,1,0,0,0,1,0,7,15.1,Pastos y praderas,Nuevo León
18549.0,18549.0,0.0,59356.8,16.116716,-92.687934,539.0,0,0,1,0,1,0,0,1,0,0,6,3.2,Maíz grano,Chiapas
7204.0,7204.0,0.0,13356.69,23.174895000000006,-102.868229,2180.0,0,0,1,1,0,0,1,0,0,0,2,1.85,Frijol,Zacatecas
20150.0,20150.0,0.0,59442.5,16.339617,-92.565135,784.0,0,0,1,0,1,0,0,1,0,0,6,2.95,Maíz grano,Chiapas
9140.0,9140.0,0.0,56218.0,26.09235,-98.278129,32.0,1,0,0,1,0,0,0,1,0,0,5,6.15,Maíz grano,Tamaulipas
14989.0,14989.0,0.0,43468.1,16.808583,-98.733613,280.0,0,0,1,0,1,0,0,1,0,0,6,2.9,Maíz grano,Guerrero
14425.0,13962.34,462.66,11619.92,21.808336,-105.206044,14.0,1,0,0,0,1,0,1,0,0,0,1,0.83,Frijol,Nayarit
47050.0,46458.0,592.0,15949.6,22.298842,-101.575167,2470.0,0,0,1,0,1,0,1,0,0,0,7,0.34,Frijol,Zacatecas
17763.0,17763.0,0.0,57552.12,16.761461999999998,-93.375653,821.0,0,0,1,0,1,0,0,1,0,0,6,3.24,Maíz grano,Chiapas
15782.0,15782.0,0.0,58709.04,21.356389,-101.929167,1876.0,0,0,1,0,1,0,0,1,0,0,6,3.72,Maíz grano,Jalisco
6700.0,6700.0,0.0,49307.5,20.3675,-103.824167,1336.0,0,0,1,0,1,0,0,1,0,0,6,7.36,Maíz grano,Jalisco
5503.0,5503.0,0.0,8751.0,25.36436,-108.159489,25.0,1,0,0,1,0,0,1,0,0,0,5,1.59,Frijol,Sinaloa
6373.0,6373.0,0.0,48939.7,20.799444,-104.000278,1371.0,0,0,1,0,1,0,0,1,0,0,6,7.68,Maíz grano,Jalisco
5400.0,5400.0,0.0,51100.0,20.115974,-102.652361,1532.0,0,0,1,1,0,0,0,1,0,0,5,9.46,Maíz grano,Michoacán
5555.0,5555.0,0.0,56496.0,28.241111,-106.836667,2017.0,0,0,1,1,0,0,0,1,0,0,5,10.17,Maíz grano,Chihuahua
543.0,543.0,0.0,32167.0,20.341089,-102.282425,1542.0,0,0,1,1,0,0,0,0,0,1,4,59.24,Tomate rojo (jitomate),Michoacán
428.0,428.0,0.0,24870.4,24.142222,-110.310833,27.0,1,0,0,1,0,0,0,0,0,1,4,58.11,Tomate rojo (jitomate),Baja California Sur
13795.6,13795.6,0.0,37937.9,17.789448,-99.978318,1540.0,0,0,1,0,1,0,0,1,0,0,6,2.75,Maíz grano,Guerrero
9030.0,9030.0,0.0,46956.0,19.800029,-99.874254,2573.0,0,0,1,0,1,0,0,1,0,0,6,5.2,Maíz grano,México
8380.0,8380.0,0.0,50112.0,19.7475,-103.765278,1260.0,0,0,1,0,1,0,0,1,0,0,6,5.98,Maíz grano,Jalisco
5884.0,5884.0,0.0,47261.3,20.767222,-104.078333,1389.0,0,0,1,0,1,0,0,1,0,0,6,8.03,Maíz grano,Jalisco
5644.0,5644.0,0.0,49977.4,20.483506,-100.963729,1736.0,0,0,1,1,0,0,0,1,0,0,5,8.85,Maíz grano,Guanajuato
45450.0,31380.0,14070.0,16624.55,22.830931,-101.910477,2203.0,0,0,1,0,1,0,1,0,0,0,7,0.53,Frijol,San Luis Potosí
18374.0,17368.0,1006.0,48456.72,16.797344,-99.390046,86.0,0,0,1,0,1,0,0,1,0,0,6,2.79,Maíz grano,Guerrero
5000.0,5000.0,0.0,41500.0,27.496489,-109.932716,36.0,1,0,0,1,0,0,0,1,0,0,5,8.3,Maíz grano,Sonora
7137.94,7137.94,0.0,386593.2,16.367248999999994,-94.193848,62.0,0,1,0,0,1,0,0,0,1,0,3,54.16,Pastos y praderas,Oaxaca
6153.0,6153.0,0.0,49746.73,20.391322,-101.18143,1726.0,0,0,1,1,0,0,0,1,0,0,5,8.08,Maíz grano,Guanajuato
28631.6,28631.6,0.0,544571.94,19.053206,-104.316381,13.0,0,1,0,0,1,0,0,0,1,0,7,19.02,Pastos y praderas,Colima
6118.0,6118.0,0.0,44132.9,20.284444,-103.425278,1537.0,0,0,1,0,1,0,0,1,0,0,6,7.21,Maíz grano,Jalisco
29500.0,29500.0,0.0,13003.39,24.870939,-103.698462,1585.0,0,0,1,0,1,0,1,0,0,0,6,0.44,Frijol,Durango
5367.0,5367.0,0.0,47229.6,20.568681,-101.199915,1710.0,0,0,1,1,0,0,0,1,0,0,5,8.8,Maíz grano,Guanajuato
170.0,170.0,0.0,20570.0,19.697222,-103.983611,720.0,0,0,1,1,0,0,0,0,0,1,4,121.0,Tomate rojo (jitomate),Jalisco
